file,xmin,ntail,alpha_PL,compare_to,LR,Z,p_Vuong
python_csv_in.csv,4,15,2.5696,TPL,-1.601,-2.14,0.032
python_csv_in.csv,4,15,2.5696,LOGN,-2.0,-1.117,0.264
python_csv_in.csv,4,15,2.5696,EXP,-2.055,-1.711,0.087
python_csv_in.csv,4,15,2.5696,STEX,12.948,3.666,0.0
