"","A_compressiceps","A_dewindti","Cyathopharynx","Cyprichromissp","E_cyanostictus","G_pfefferi","H_microlepis","I_loocki","J_ornatus","L_attenuatus","L_callipterus","L_dardennii","L_elongatus","L_labiatus","L_lemairii","L_tanganicanus","M_spp","N_caudopunctatus","N_fasciatus","N_pulcher","N_savoryi","N_sexfasciatus","O_ventralis","Paracyprichromisspp","P_fasciolatus","P_microlepis","P_polyodon","P_trewavasae","S_diagramma","Synodontis_multipunctatus","T_moorii","T_temporalis","T_vittatus","Variabilichromis_moorii","X_papilio","X_spilopterus"
"1",-1.10130396992988,-0.922906431038372,-0.421115815503069,-0.342087911944564,-1.07073769599634,0.763296764842818,-0.536116015583945,-1.05552974311341,0.104564044376584,4.43299810938393,0.0422419558897194,-1.25114626342289,-0.22275291407846,0.318485668467371,1.24379081717169,-0.967281195943379,-1.79585943809646,-0.504497841709116,0.534289416655067,-0.384744731673403,0.963882727622629,0.29286546467453,-0.7474751605022,1.0188809831721,-0.214306012168821,-0.967382945832424,1.18025861705007,1.5151099836439,0.290991653339899,-1.13393974137327,-0.755240675033523,1.6942132603062,-1.15594560105195,-0.494441396140547,1.03902312388769,-0.647830534887747
"2",0.289816834192075,-0.342462134787823,1.26334744650921,-0.250620555809654,-0.594192407096716,0.763296764842818,-0.536116015583945,-0.676297500078653,0.104564044376584,-0.126191865372729,0.0422419558897194,-1.1081581190317,0.639516430741386,1.22844472123129,-0.0540778616161605,-0.520306491680735,-0.65563122343204,-0.81495805199165,1.01454956645737,0.252702161039927,0.747684732641852,1.53910148456615,-0.239352511144712,-0.594512934981655,0.0792638675144955,-0.69829172306958,0.496050723107999,2.62147832869827,-0.112363113665902,1.2306739373198,0.644433162866443,1.14024707165022,0.708824571130844,0.713105247899072,0.432294292420426,0.156927893544237
"3",0.289816834192075,1.80518176133921,-0.180478206644173,1.3896940308764,-0.0580789570846415,0.327127184932636,-0.536116015583945,-0.233859883204768,-0.380370654181486,0.199464561395604,0.980952086772374,0.321723324880172,1.59759348054121,0.92512503697665,-0.0540778616161605,-0.827601600861303,0.484596991232378,-0.81495805199165,-1.86701133235647,-0.111553206224833,0.243222744353374,0.542112668652853,0.188540246208963,-0.583151005980573,-0.214306012168821,-0.805928212174718,0.26798142512731,0.531671454706683,-0.227607332810416,-0.918974861492079,1.46090956830809,1.14024707165022,-1.62213814409764,0.745741643683927,-0.477798954780471,-0.164975477828557
"4",3.53576537714331,-0.922906431038372,-0.180478206644173,-0.110370609736125,-0.236783440422,-0.327127184932636,-0.310382956390705,-1.05552974311341,4.3477426567597,2.96754418892643,1.4503071522137,-0.393217397075766,0.926939545681334,0.0151659842127322,-0.486700754545444,2.44090092405929,2.38497734900641,-0.271652683997216,1.67490727243555,0.799085211937067,0.603552735988001,3.53307911639273,-0.7474751605022,0.678023113139614,0.0205498915778321,-0.375382255754167,-0.416226468814758,-0.943486338699142,1.04007907777924,2.73542809648812,0.022355901577569,1.6942132603062,3.31526469815906,0.12565012377169,0.128929876686794,1.36406553619221
"5",-1.10130396992988,-0.690728712538152,-0.661753424361966,-0.165251023417071,0.239761848477622,-1.41755113470809,-0.536116015583945,-1.05552974311341,0.407648230975378,0.199464561395604,0.0422419558897194,-0.679193685858141,1.02274725066132,0.318485668467371,-0.919323647474728,-0.240947301516582,-1.03570729498685,-0.0388075262853166,0.114061785578048,-1.2953831498353,1.46834471591111,-0.704123351238763,-0.667245268498386,-0.44680785796758,-0.214306012168821,-0.644473478517011,1.86446651099213,1.88389943199536,-0.746206318960732,0.370814417795049,1.22763059532476,1.50955786408754,0.772396281546166,-0.983987332913365,-1.691256617715,1.20311385050582
"6",-0.637597035222564,-0.864862001413317,-0.180478206644173,-0.323794440717582,0.180193687365169,-1.199466344753,-0.536116015583945,-1.05552974311341,0.710732417574172,-0.451848292141061,0.136112968977985,-0.679193685858141,-0.797599143958357,0.0151659842127322,0.811167924242407,0.178091483729647,-1.41578336654165,0.11642257885595,-0.846458514026567,-0.475808573489593,0.315288742680299,-0.205628943282117,0.723406192901056,-0.560427147978407,-0.273019988105484,-1.12883767949013,-0.188157170834069,0.285811822472378,-0.400473661527188,0.155849537913861,0.644433162866443,0.216970090556924,0.454537729469555,0.158286519556544,0.128929876686794,-1.29163727763333
"7",1.21723070360671,-0.922906431038372,-0.661753424361966,-0.104272785993797,0.716307137377243,0.981381554797909,-0.423249485987325,-0.865913621596033,0.165180881696343,0.0366363480114374,-0.614855135728139,-1.25114626342289,1.1185549556413,0.318485668467371,0.811167924242407,0.848553540123614,0.864673062787184,-0.194037631426583,0.294159341753914,1.07227673738564,1.18008072260341,0.0436182606962065,0.135053651539753,-0.355912425958918,-0.273019988105484,0.593346146192071,0.496050723107999,1.14632053529244,-0.57333999024396,1.66060369708218,0.95547179351088,0.0323146943382653,-0.47784735662184,-0.00489545936772837,1.64575195535495,0.881210479133023
"8",0.289816834192075,-0.690728712538152,-0.661753424361966,-0.421359620594819,-0.534624245984263,0.763296764842818,0.141083161995775,-0.170654509365641,0.407648230975378,0.525120988163936,-0.239371083375077,-0.679193685858141,-0.797599143958357,1.22844472123129,-0.919323647474728,-0.60411424872998,0.104520919677572,-0.504497841709116,0.714386972830933,-0.657936257121973,2.62140068914192,0.29286546467453,0.937352571577893,-0.605874863982738,-0.155592036232158,-0.752109967622149,0.0399121271466206,1.02339071917529,-0.803828428532989,1.2306739373198,-0.210923071405759,-0.336996098099052,0.0519168968391797,1.07210560153247,1.34238753962132,0.0764520507010384
"9",-0.173890100515245,0.876470887338328,-0.661753424361966,1.77995475038535,-0.236783440422,-0.327127184932636,0.366816221189015,-0.802708247756906,-0.440987491501245,1.01360562831643,0.511597021331047,1.89459291318324,0.352093315801437,0.318485668467371,-0.0540778616161605,2.97168338537118,0.864673062787184,-0.194037631426583,0.174094304303337,-0.566872415305783,1.90074070587266,-0.45487614726044,-0.0788927271370838,-0.617236792983821,-0.273019988105484,0.0551637006663829,-0.872365064776136,0.531671454706683,-0.169985223238159,-0.489045101729703,-0.56084153088075,-0.521651494317711,0.285013168362028,0.0277409364171262,0.735658708154058,-0.647830534887747
"10",-1.10130396992988,0.354071020712835,-0.180478206644173,-0.439653091821801,0.41846633181498,-0.545211974887727,-0.536116015583945,2.04153357500379,-0.319753816861727,-0.614676505525227,-0.80259716190467,0.0357470360977969,-0.701791438978374,-1.19811275280582,1.24379081717169,0.0104759696311557,0.484596991232378,0.194037631426583,-0.126068289323105,-0.475808573489593,1.25214672093033,-0.45487614726044,0.349000030216591,-0.594512934981655,-0.214306012168821,-0.590655233964443,-0.872365064776136,-0.574696890347686,-0.169985223238159,-0.489045101729703,-1.41619776515295,-0.152340701880394,0.560490580161759,0.386741290050526,1.03902312388769,0.398355422073832
"11",-1.10130396992988,1.80518176133921,-0.180478206644173,-0.439653091821801,-0.0580789570846415,-0.327127184932636,-0.536116015583945,-0.233859883204768,0.104564044376584,-0.614676505525227,-0.708726148816404,0.321723324880172,-0.605983733998391,-0.288153700041907,-1.35194654040401,-0.520306491680735,0.864673062787184,1.28064836741545,-0.486263401674836,-1.2953831498353,1.25214672093033,-0.45487614726044,0.188540246208963,-0.617236792983821,-0.273019988105484,-0.590655233964443,0.724120021088688,-0.20590744199623,-0.227607332810416,-0.274080221848515,-1.3773179363224,-0.521651494317711,0.00953575656229811,-0.135441042507147,-0.477798954780471,0.961686321976221
