species,size,x,y,year,species_ccm
A_compressiceps,Lsize,1,-38,1995,A_compressiceps
A_compressiceps,Msize,2,-33,1995,A_compressiceps
A_compressiceps,Msize,1,-31,1995,A_compressiceps
A_compressiceps,Lsize,5,-31,1995,A_compressiceps
A_compressiceps,Lsize,4,-22,1995,A_compressiceps
A_compressiceps,Msize,8,-21,1995,A_compressiceps
A_compressiceps,Msize,1,-8,1995,A_compressiceps
A_compressiceps,Lsize,3,-34,1996,A_compressiceps
A_compressiceps,Lsize,1,-29,1996,A_compressiceps
A_compressiceps,Msize,3,-32,1996,A_compressiceps
A_compressiceps,Lsize,9,-27,1996,A_compressiceps
A_compressiceps,Ssize,9,-28,1996,A_compressiceps
A_compressiceps,Msize,9,-29,1996,A_compressiceps
A_compressiceps,Msize,3,-21,1996,A_compressiceps
A_compressiceps,Ssize,1,-18,1996,A_compressiceps
A_compressiceps,Lsize,3,-2,1996,A_compressiceps
A_compressiceps,Msize,9,-4,1996,A_compressiceps
A_compressiceps,Msize,1,-39,1997,A_compressiceps
A_compressiceps,Lsize,1,-38,1997,A_compressiceps
A_compressiceps,Msize,1,-33,1997,A_compressiceps
A_compressiceps,Ssize,8,-29,1997,A_compressiceps
A_compressiceps,Msize,4,-28,1997,A_compressiceps
A_compressiceps,Ssize,9,-28,1997,A_compressiceps
A_compressiceps,Msize,1,-24,1997,A_compressiceps
A_compressiceps,Msize,4,-21,1997,A_compressiceps
A_compressiceps,Msize,8,-20,1997,A_compressiceps
A_compressiceps,Ssize,9,-5,1997,A_compressiceps
A_compressiceps,Lsize,1,-36,1998,A_compressiceps
A_compressiceps,Msize,4,-36,1998,A_compressiceps
A_compressiceps,Ssize,2,-38,1998,A_compressiceps
A_compressiceps,Ssize,6,-38,1998,A_compressiceps
A_compressiceps,Ssize,10,-38,1998,A_compressiceps
A_compressiceps,Ssize,2,-39,1998,A_compressiceps
A_compressiceps,Ssize,8,-39,1998,A_compressiceps
A_compressiceps,Lsize,10,-39,1998,A_compressiceps
A_compressiceps,Msize,5,-40,1998,A_compressiceps
A_compressiceps,Msize,3,-25,1998,A_compressiceps
A_compressiceps,Ssize,7,-28,1998,A_compressiceps
A_compressiceps,Ssize,6,-29,1998,A_compressiceps
A_compressiceps,Ssize,6,-29,1998,A_compressiceps
A_compressiceps,Ssize,7,-29,1998,A_compressiceps
A_compressiceps,Msize,6,-31,1998,A_compressiceps
A_compressiceps,Msize,8,-31,1998,A_compressiceps
A_compressiceps,Lsize,4,-22,1998,A_compressiceps
A_compressiceps,Ssize,9,-3,1998,A_compressiceps
A_compressiceps,Ssize,1,-38,1999,A_compressiceps
A_compressiceps,Msize,5,-35,1999,A_compressiceps
A_compressiceps,Lsize,1,-34,1999,A_compressiceps
A_compressiceps,Ssize,9,-29,1999,A_compressiceps
A_compressiceps,Lsize,1,-22,1999,A_compressiceps
A_compressiceps,Ssize,1,-14,1999,A_compressiceps
A_compressiceps,Msize,1,-24,2000,A_compressiceps
A_compressiceps,Msize,7,-11,2000,A_compressiceps
A_compressiceps,Ssize,6,-1,2000,A_compressiceps
A_compressiceps,Ssize,2,-34,2001,A_compressiceps
A_compressiceps,Msize,7,-39,2001,A_compressiceps
A_compressiceps,Lsize,6,-36,2001,A_compressiceps
A_compressiceps,Lsize,5,-31,2001,A_compressiceps
A_compressiceps,Lsize,9,-31,2001,A_compressiceps
A_compressiceps,Msize,9,-30,2001,A_compressiceps
A_compressiceps,Ssize,4,-25,2001,A_compressiceps
A_compressiceps,Msize,10,-23,2001,A_compressiceps
A_compressiceps,Msize,10,-22,2001,A_compressiceps
A_compressiceps,Ssize,1,-39,2002,A_compressiceps
A_compressiceps,Msize,10,-33,2002,A_compressiceps
A_compressiceps,Ssize,2,-31,2002,A_compressiceps
A_compressiceps,Msize,9,-26,2002,A_compressiceps
A_compressiceps,Ssize,1,-22,2002,A_compressiceps
A_compressiceps,Lsize,10,-20,2002,A_compressiceps
A_compressiceps,Ssize,3,-12,2002,A_compressiceps
A_compressiceps,Msize,4,-10,2002,A_compressiceps
A_compressiceps,Lsize,7,-16,2002,A_compressiceps
A_compressiceps,Msize,3,-2,2003,A_compressiceps
A_compressiceps,Ssize,10,-11,2003,A_compressiceps
A_compressiceps,Ssize,3,-31,2003,A_compressiceps
A_compressiceps,Lsize,8,-27,2003,A_compressiceps
A_compressiceps,Lsize,5,-40,2003,A_compressiceps
A_compressiceps,Lsize,9,-40,2003,A_compressiceps
A_compressiceps,Lsize,4,-13,2004,A_compressiceps
A_compressiceps,Msize,4,-28,2004,A_compressiceps
A_compressiceps,Msize,7,-32,2004,A_compressiceps
A_compressiceps,Ssize,4,-39,2005,A_compressiceps
A_compressiceps,Lsize,8,-34,2005,A_compressiceps
A_compressiceps,Msize,1,-26,2005,A_compressiceps
A_compressiceps,Ssize,3,-20,2005,A_compressiceps
A_compressiceps,Lsize,10,-36,2006,A_compressiceps
A_compressiceps,Msize,2,-35,2006,A_compressiceps
A_compressiceps,Msize,1,-32,2006,A_compressiceps
A_compressiceps,Lsize,5,-19,2006,A_compressiceps
A_compressiceps,Ssize,4,-40,2007,A_compressiceps
A_compressiceps,Msize,10,-34,2007,A_compressiceps
A_compressiceps,Lsize,4,-33,2007,A_compressiceps
A_compressiceps,Msize,9,-32,2007,A_compressiceps
A_compressiceps,Msize,6,-34,2008,A_compressiceps
A_compressiceps,Msize,6,-32,2008,A_compressiceps
A_compressiceps,Msize,4,-25,2008,A_compressiceps
A_compressiceps,Msize,9,-8,2008,A_compressiceps
A_dewindti,Lsize,9,-25,1995,A_dewindti
A_dewindti,Lsize,7,-37,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,3,-26,1996,A_dewindti
A_dewindti,Msize,4,-17,1996,A_dewindti
A_dewindti,Msize,6,-17,1996,A_dewindti
A_dewindti,Lsize,3,-8,1996,A_dewindti
A_dewindti,Msize,3,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,5,-8,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,8,-9,1996,A_dewindti
A_dewindti,Msize,10,-9,1996,A_dewindti
A_dewindti,Lsize,6,-12,1996,A_dewindti
A_dewindti,Lsize,6,-12,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-13,1996,A_dewindti
A_dewindti,Msize,6,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,5,-31,1997,A_dewindti
A_dewindti,Msize,4,-31,1997,A_dewindti
A_dewindti,Msize,4,-31,1997,A_dewindti
A_dewindti,Msize,4,-31,1997,A_dewindti
A_dewindti,Msize,4,-31,1997,A_dewindti
A_dewindti,Msize,4,-31,1997,A_dewindti
A_dewindti,Msize,8,-30,1997,A_dewindti
A_dewindti,Msize,4,-30,1997,A_dewindti
A_dewindti,Msize,4,-30,1997,A_dewindti
A_dewindti,Msize,3,-30,1997,A_dewindti
A_dewindti,Msize,3,-30,1997,A_dewindti
A_dewindti,Msize,3,-30,1997,A_dewindti
A_dewindti,Msize,3,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Msize,2,-30,1997,A_dewindti
A_dewindti,Lsize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,1,-30,1997,A_dewindti
A_dewindti,Msize,5,-29,1997,A_dewindti
A_dewindti,Msize,4,-29,1997,A_dewindti
A_dewindti,Msize,4,-29,1997,A_dewindti
A_dewindti,Msize,3,-29,1997,A_dewindti
A_dewindti,Lsize,2,-29,1997,A_dewindti
A_dewindti,Lsize,1,-29,1997,A_dewindti
A_dewindti,Lsize,1,-29,1997,A_dewindti
A_dewindti,Msize,1,-29,1997,A_dewindti
A_dewindti,Msize,1,-29,1997,A_dewindti
A_dewindti,Msize,1,-29,1997,A_dewindti
A_dewindti,Msize,1,-28,1997,A_dewindti
A_dewindti,Msize,1,-28,1997,A_dewindti
A_dewindti,Msize,1,-26,1997,A_dewindti
A_dewindti,Msize,5,-25,1997,A_dewindti
A_dewindti,Lsize,10,-24,1997,A_dewindti
A_dewindti,Lsize,10,-24,1997,A_dewindti
A_dewindti,Msize,10,-24,1997,A_dewindti
A_dewindti,Msize,10,-24,1997,A_dewindti
A_dewindti,Msize,9,-24,1997,A_dewindti
A_dewindti,Msize,9,-24,1997,A_dewindti
A_dewindti,Msize,10,-23,1997,A_dewindti
A_dewindti,Msize,9,-23,1997,A_dewindti
A_dewindti,Lsize,2,-22,1997,A_dewindti
A_dewindti,Msize,9,-20,1997,A_dewindti
A_dewindti,Lsize,2,-20,1997,A_dewindti
A_dewindti,Msize,2,-20,1997,A_dewindti
A_dewindti,Lsize,1,-20,1997,A_dewindti
A_dewindti,Msize,9,-18,1997,A_dewindti
A_dewindti,Msize,8,-18,1997,A_dewindti
A_dewindti,Msize,8,-18,1997,A_dewindti
A_dewindti,Msize,8,-18,1997,A_dewindti
A_dewindti,Msize,7,-18,1997,A_dewindti
A_dewindti,Msize,7,-18,1997,A_dewindti
A_dewindti,Msize,6,-18,1997,A_dewindti
A_dewindti,Msize,4,-18,1997,A_dewindti
A_dewindti,Msize,4,-18,1997,A_dewindti
A_dewindti,Msize,3,-18,1997,A_dewindti
A_dewindti,Lsize,3,-18,1997,A_dewindti
A_dewindti,Lsize,3,-18,1997,A_dewindti
A_dewindti,Lsize,3,-18,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,9,-17,1997,A_dewindti
A_dewindti,Msize,8,-17,1997,A_dewindti
A_dewindti,Msize,8,-17,1997,A_dewindti
A_dewindti,Msize,8,-17,1997,A_dewindti
A_dewindti,Msize,8,-17,1997,A_dewindti
A_dewindti,Msize,8,-17,1997,A_dewindti
A_dewindti,Msize,8,-17,1997,A_dewindti
A_dewindti,Msize,7,-17,1997,A_dewindti
A_dewindti,Msize,7,-17,1997,A_dewindti
A_dewindti,Msize,7,-17,1997,A_dewindti
A_dewindti,Msize,7,-17,1997,A_dewindti
A_dewindti,Msize,7,-17,1997,A_dewindti
A_dewindti,Msize,7,-17,1997,A_dewindti
A_dewindti,Msize,6,-17,1997,A_dewindti
A_dewindti,Msize,6,-17,1997,A_dewindti
A_dewindti,Msize,6,-17,1997,A_dewindti
A_dewindti,Msize,5,-17,1997,A_dewindti
A_dewindti,Msize,5,-17,1997,A_dewindti
A_dewindti,Msize,5,-17,1997,A_dewindti
A_dewindti,Msize,4,-17,1997,A_dewindti
A_dewindti,Msize,4,-17,1997,A_dewindti
A_dewindti,Msize,4,-17,1997,A_dewindti
A_dewindti,Msize,2,-17,1997,A_dewindti
A_dewindti,Msize,2,-17,1997,A_dewindti
A_dewindti,Msize,9,-16,1997,A_dewindti
A_dewindti,Msize,9,-16,1997,A_dewindti
A_dewindti,Msize,8,-16,1997,A_dewindti
A_dewindti,Msize,8,-16,1997,A_dewindti
A_dewindti,Msize,8,-16,1997,A_dewindti
A_dewindti,Msize,8,-16,1997,A_dewindti
A_dewindti,Msize,8,-16,1997,A_dewindti
A_dewindti,Msize,8,-16,1997,A_dewindti
A_dewindti,Msize,7,-16,1997,A_dewindti
A_dewindti,Msize,7,-16,1997,A_dewindti
A_dewindti,Msize,7,-16,1997,A_dewindti
A_dewindti,Msize,7,-16,1997,A_dewindti
A_dewindti,Msize,7,-16,1997,A_dewindti
A_dewindti,Lsize,7,-16,1997,A_dewindti
A_dewindti,Msize,6,-16,1997,A_dewindti
A_dewindti,Msize,6,-16,1997,A_dewindti
A_dewindti,Msize,1,-16,1997,A_dewindti
A_dewindti,Msize,7,-15,1997,A_dewindti
A_dewindti,Msize,7,-15,1997,A_dewindti
A_dewindti,Msize,7,-15,1997,A_dewindti
A_dewindti,Lsize,3,-15,1997,A_dewindti
A_dewindti,Msize,3,-15,1997,A_dewindti
A_dewindti,Msize,8,-14,1997,A_dewindti
A_dewindti,Msize,1,-14,1997,A_dewindti
A_dewindti,Msize,1,-14,1997,A_dewindti
A_dewindti,Msize,1,-14,1997,A_dewindti
A_dewindti,Msize,4,-13,1997,A_dewindti
A_dewindti,Msize,4,-13,1997,A_dewindti
A_dewindti,Msize,3,-13,1997,A_dewindti
A_dewindti,Lsize,3,-13,1997,A_dewindti
A_dewindti,Msize,2,-13,1997,A_dewindti
A_dewindti,Msize,1,-13,1997,A_dewindti
A_dewindti,Msize,1,-13,1997,A_dewindti
A_dewindti,Msize,1,-13,1997,A_dewindti
A_dewindti,Msize,1,-13,1997,A_dewindti
A_dewindti,Lsize,1,-13,1997,A_dewindti
A_dewindti,Lsize,1,-13,1997,A_dewindti
A_dewindti,Lsize,10,-12,1997,A_dewindti
A_dewindti,Lsize,10,-12,1997,A_dewindti
A_dewindti,Lsize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,10,-12,1997,A_dewindti
A_dewindti,Msize,5,-12,1997,A_dewindti
A_dewindti,Msize,5,-12,1997,A_dewindti
A_dewindti,Msize,4,-12,1997,A_dewindti
A_dewindti,Msize,3,-12,1997,A_dewindti
A_dewindti,Msize,2,-12,1997,A_dewindti
A_dewindti,Msize,1,-12,1997,A_dewindti
A_dewindti,Lsize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,10,-11,1997,A_dewindti
A_dewindti,Msize,9,-11,1997,A_dewindti
A_dewindti,Msize,9,-11,1997,A_dewindti
A_dewindti,Msize,9,-11,1997,A_dewindti
A_dewindti,Msize,8,-11,1997,A_dewindti
A_dewindti,Msize,1,-7,1997,A_dewindti
A_dewindti,Msize,2,-6,1997,A_dewindti
A_dewindti,Msize,1,-6,1997,A_dewindti
A_dewindti,Lsize,1,-4,1997,A_dewindti
A_dewindti,Msize,5,-3,1997,A_dewindti
A_dewindti,Msize,3,-3,1997,A_dewindti
A_dewindti,Msize,1,-3,1997,A_dewindti
A_dewindti,Msize,1,-3,1997,A_dewindti
A_dewindti,Msize,8,-2,1997,A_dewindti
A_dewindti,Msize,2,-2,1997,A_dewindti
A_dewindti,Msize,2,-2,1997,A_dewindti
A_dewindti,Lsize,3,-22,1998,A_dewindti
A_dewindti,Msize,3,-22,1998,A_dewindti
A_dewindti,Msize,2,-21,1998,A_dewindti
A_dewindti,Msize,2,-21,1998,A_dewindti
A_dewindti,Msize,2,-20,1998,A_dewindti
A_dewindti,Lsize,2,-20,1998,A_dewindti
A_dewindti,Lsize,2,-17,1998,A_dewindti
A_dewindti,Lsize,10,-9,1998,A_dewindti
A_dewindti,Lsize,10,-23,1999,A_dewindti
A_dewindti,Msize,9,-22,1999,A_dewindti
A_dewindti,Msize,9,-22,1999,A_dewindti
A_dewindti,Msize,9,-21,1999,A_dewindti
A_dewindti,Msize,8,-21,1999,A_dewindti
A_dewindti,Msize,8,-20,1999,A_dewindti
A_dewindti,Msize,10,-19,1999,A_dewindti
A_dewindti,Lsize,5,-16,1999,A_dewindti
A_dewindti,Lsize,9,-15,1999,A_dewindti
A_dewindti,Msize,9,-15,1999,A_dewindti
A_dewindti,Msize,5,-3,1999,A_dewindti
A_dewindti,Msize,9,-17,2000,A_dewindti
A_dewindti,Lsize,6,-12,2000,A_dewindti
A_dewindti,Msize,4,-9,2000,A_dewindti
A_dewindti,Msize,6,-7,2000,A_dewindti
A_dewindti,Lsize,1,-7,2000,A_dewindti
A_dewindti,Lsize,1,-7,2000,A_dewindti
A_dewindti,Lsize,1,-7,2000,A_dewindti
A_dewindti,Lsize,2,-6,2000,A_dewindti
A_dewindti,Lsize,2,-6,2000,A_dewindti
A_dewindti,Lsize,2,-5,2000,A_dewindti
A_dewindti,Msize,2,-5,2000,A_dewindti
A_dewindti,Lsize,5,-4,2000,A_dewindti
A_dewindti,Msize,4,-4,2000,A_dewindti
A_dewindti,Lsize,6,-8,2001,A_dewindti
A_dewindti,Lsize,8,-22,2002,A_dewindti
A_dewindti,Lsize,3,-16,2002,A_dewindti
A_dewindti,Lsize,1,-15,2002,A_dewindti
A_dewindti,Lsize,1,-13,2002,A_dewindti
A_dewindti,Msize,6,-9,2002,A_dewindti
A_dewindti,Msize,6,-9,2002,A_dewindti
A_dewindti,Msize,6,-6,2002,A_dewindti
A_dewindti,Msize,6,-6,2002,A_dewindti
A_dewindti,Msize,10,-4,2002,A_dewindti
A_dewindti,Msize,10,-4,2002,A_dewindti
A_dewindti,Msize,10,-4,2002,A_dewindti
A_dewindti,Msize,10,-4,2002,A_dewindti
A_dewindti,Msize,5,-4,2002,A_dewindti
A_dewindti,Lsize,10,-32,2003,A_dewindti
A_dewindti,Msize,10,-30,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,3,-29,2003,A_dewindti
A_dewindti,Lsize,1,-29,2003,A_dewindti
A_dewindti,Lsize,1,-29,2003,A_dewindti
A_dewindti,Lsize,1,-29,2003,A_dewindti
A_dewindti,Msize,1,-29,2003,A_dewindti
A_dewindti,Msize,1,-29,2003,A_dewindti
A_dewindti,Msize,10,-27,2003,A_dewindti
A_dewindti,Lsize,4,-27,2003,A_dewindti
A_dewindti,Msize,4,-27,2003,A_dewindti
A_dewindti,Msize,4,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Lsize,1,-27,2003,A_dewindti
A_dewindti,Msize,8,-26,2003,A_dewindti
A_dewindti,Lsize,2,-26,2003,A_dewindti
A_dewindti,Lsize,2,-26,2003,A_dewindti
A_dewindti,Lsize,2,-26,2003,A_dewindti
A_dewindti,Msize,1,-26,2003,A_dewindti
A_dewindti,Msize,1,-26,2003,A_dewindti
A_dewindti,Msize,1,-26,2003,A_dewindti
A_dewindti,Msize,1,-26,2003,A_dewindti
A_dewindti,Msize,9,-25,2003,A_dewindti
A_dewindti,Msize,7,-25,2003,A_dewindti
A_dewindti,Lsize,5,-25,2003,A_dewindti
A_dewindti,Lsize,3,-25,2003,A_dewindti
A_dewindti,Lsize,3,-25,2003,A_dewindti
A_dewindti,Msize,3,-25,2003,A_dewindti
A_dewindti,Msize,3,-25,2003,A_dewindti
A_dewindti,Lsize,1,-25,2003,A_dewindti
A_dewindti,Msize,6,-24,2003,A_dewindti
A_dewindti,Msize,3,-24,2003,A_dewindti
A_dewindti,Msize,2,-24,2003,A_dewindti
A_dewindti,Msize,2,-24,2003,A_dewindti
A_dewindti,Msize,2,-24,2003,A_dewindti
A_dewindti,Lsize,2,-24,2003,A_dewindti
A_dewindti,Lsize,10,-23,2003,A_dewindti
A_dewindti,Msize,10,-23,2003,A_dewindti
A_dewindti,Msize,10,-23,2003,A_dewindti
A_dewindti,Msize,10,-23,2003,A_dewindti
A_dewindti,Msize,9,-23,2003,A_dewindti
A_dewindti,Msize,9,-23,2003,A_dewindti
A_dewindti,Lsize,3,-23,2003,A_dewindti
A_dewindti,Msize,3,-23,2003,A_dewindti
A_dewindti,Msize,5,-22,2003,A_dewindti
A_dewindti,Lsize,5,-22,2003,A_dewindti
A_dewindti,Lsize,3,-22,2003,A_dewindti
A_dewindti,Lsize,3,-22,2003,A_dewindti
A_dewindti,Msize,10,-21,2003,A_dewindti
A_dewindti,Msize,10,-21,2003,A_dewindti
A_dewindti,Msize,10,-21,2003,A_dewindti
A_dewindti,Msize,10,-21,2003,A_dewindti
A_dewindti,Msize,9,-21,2003,A_dewindti
A_dewindti,Msize,4,-21,2003,A_dewindti
A_dewindti,Lsize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,10,-20,2003,A_dewindti
A_dewindti,Msize,3,-20,2003,A_dewindti
A_dewindti,Msize,8,-19,2003,A_dewindti
A_dewindti,Msize,8,-19,2003,A_dewindti
A_dewindti,Lsize,7,-19,2003,A_dewindti
A_dewindti,Msize,4,-19,2003,A_dewindti
A_dewindti,Msize,3,-19,2003,A_dewindti
A_dewindti,Msize,3,-19,2003,A_dewindti
A_dewindti,Msize,10,-17,2003,A_dewindti
A_dewindti,Msize,10,-17,2003,A_dewindti
A_dewindti,Msize,10,-17,2003,A_dewindti
A_dewindti,Msize,7,-17,2003,A_dewindti
A_dewindti,Msize,7,-17,2003,A_dewindti
A_dewindti,Msize,7,-17,2003,A_dewindti
A_dewindti,Lsize,5,-17,2003,A_dewindti
A_dewindti,Msize,5,-17,2003,A_dewindti
A_dewindti,Msize,5,-17,2003,A_dewindti
A_dewindti,Msize,5,-17,2003,A_dewindti
A_dewindti,Msize,6,-16,2003,A_dewindti
A_dewindti,Lsize,5,-16,2003,A_dewindti
A_dewindti,Msize,2,-16,2003,A_dewindti
A_dewindti,Msize,3,-14,2003,A_dewindti
A_dewindti,Msize,3,-14,2003,A_dewindti
A_dewindti,Msize,3,-14,2003,A_dewindti
A_dewindti,Msize,3,-14,2003,A_dewindti
A_dewindti,Msize,3,-13,2003,A_dewindti
A_dewindti,Msize,1,-12,2003,A_dewindti
A_dewindti,Msize,1,-12,2003,A_dewindti
A_dewindti,Msize,7,-10,2003,A_dewindti
A_dewindti,Msize,7,-10,2003,A_dewindti
A_dewindti,Msize,6,-10,2003,A_dewindti
A_dewindti,Msize,6,-10,2003,A_dewindti
A_dewindti,Msize,4,-10,2003,A_dewindti
A_dewindti,Msize,3,-10,2003,A_dewindti
A_dewindti,Msize,3,-10,2003,A_dewindti
A_dewindti,Msize,3,-10,2003,A_dewindti
A_dewindti,Msize,3,-10,2003,A_dewindti
A_dewindti,Msize,3,-10,2003,A_dewindti
A_dewindti,Msize,3,-10,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,7,-9,2003,A_dewindti
A_dewindti,Msize,6,-9,2003,A_dewindti
A_dewindti,Msize,6,-9,2003,A_dewindti
A_dewindti,Msize,3,-9,2003,A_dewindti
A_dewindti,Msize,3,-8,2003,A_dewindti
A_dewindti,Msize,3,-8,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,8,-7,2003,A_dewindti
A_dewindti,Msize,4,-7,2003,A_dewindti
A_dewindti,Msize,6,-6,2003,A_dewindti
A_dewindti,Msize,6,-6,2003,A_dewindti
A_dewindti,Msize,5,-6,2003,A_dewindti
A_dewindti,Msize,4,-6,2003,A_dewindti
